FID,District,County,Route,Direction,Accidents,Lanes,Access1,Limited,AccessNum,AccessType,RoadWidth,LaneWidth,InnerShoulderWidth,InnerShoulderTreatedWidth,OuterShoulderWidth,OuterShoulderTreatedWidth,DesignSpeedLimit,InnerMedianWidth,Terrain,Barrier,Surface
"1,908",12,ORA,5,N,12,1,2,1,2,mix,36,12,5,5,10,10,70,18,Flat,Metal Beam Barrier,Base & Surface
"1,909",12,ORA,5,N,0,1,1,0,1,continuous,88,12.6,10,10,10,10,70,22,Flat,Concrete Barrier,Concrete
"1,910",12,ORA,5,N,3,1,1,0,1,continuous,62,12.4,8,8,10,10,70,18,Flat,Concrete Barrier,Concrete
"1,911",12,ORA,5,N,8,2,2,1,2,mix,48,12,2,2,8,8,70,18,Flat,Metal Beam Barrier,Concrete
"1,912",12,ORA,5,N,16,1,1,0,1,continuous,76,12.7,12,12,10,10,70,26,Flat,Concrete Barrier,Bridge Deck
"1,913",12,ORA,5,N,23,1,2,1,2,mix,104,14.9,4,4,10,10,70,8,Flat,Concrete Barrier,Concrete
"1,914",12,ORA,5,N,6,1,1,0,1,continuous,62,12.4,8,8,10,10,70,18,Flat,Concrete Barrier,Concrete
"1,915",12,ORA,5,N,8,2,2,1,2,mix,100,12.5,5,5,10,10,70,10,Flat,Concrete Barrier,Concrete
"1,916",12,ORA,5,N,12,1,1,0,2,mix,88,12.6,12,12,10,10,70,26,Flat,Concrete Barrier,Base & Surface
"1,917",12,ORA,5,N,15,1,1,0,1,continuous,62,12.4,8,8,10,10,70,18,Flat,Concrete Barrier,Bridge Deck
"1,918",12,ORA,5,N,24,1,2,1,1,buffer,88,12.6,1,1,10,10,70,10,Flat,Concrete Barrier,Base & Surface
"1,919",12,ORA,5,N,7,1,2,1,2,mix,36,12,2,2,10,10,70,18,Flat,Metal Beam Barrier,Concrete
"1,920",12,ORA,5,N,10,1,1,0,1,continuous,62,12.4,8,8,10,10,70,18,Flat,Concrete Barrier,Bridge Deck
"1,921",12,ORA,5,N,14,1,2,1,1,buffer,36,12,2,2,8,8,70,12,Flat,Metal Beam Barrier,Concrete
"1,922",12,ORA,5,N,24,1,2,1,2,mix,88,12.6,12,12,10,10,70,26,Flat,Concrete Barrier,Base & Surface
"1,923",12,ORA,5,N,0,1,1,0,1,continuous,62,12.4,8,8,10,10,70,18,Flat,Concrete Barrier,Concrete
"1,924",12,ORA,5,N,0,1,1,0,1,continuous,76,12.7,4,4,10,10,70,22,Flat,Concrete Barrier,Concrete
"1,925",12,ORA,5,N,0,1,2,1,1,buffer,86,12.3,8,8,10,10,70,18,Flat,Concrete Barrier,Concrete
"1,926",12,ORA,5,N,5,2,2,1,4,mix,36,12,5,5,10,10,70,18,Flat,Concrete Barrier,Base & Surface
"1,927",12,ORA,5,N,10,1,1,0,1,continuous,76,12.7,12,12,10,10,70,26,Flat,Concrete Barrier,Bridge Deck
"1,928",12,ORA,5,N,12,1,2,1,4,mix,64,12.8,12,12,10,10,70,26,Flat,Concrete Barrier,Base & Surface
"1,929",12,ORA,5,N,17,1,2,1,2,mix,62,12.4,8,8,10,10,70,18,Flat,Concrete Barrier,Bridge Deck
"1,930",12,ORA,5,N,24,1,2,1,1,buffer,64,12.8,13,13,10,10,70,26,Flat,Concrete Barrier,Base & Surface
"1,931",12,ORA,5,N,0,1,2,1,1,buffer,62,12.4,8,8,10,10,70,18,Flat,Concrete Barrier,Concrete
"1,932",12,ORA,5,N,1,1,2,1,1,buffer,76,12.7,8,8,10,10,70,68,Flat,Concrete Barrier,Base & Surface
"1,933",12,ORA,5,N,3,1,1,0,2,mix,76,12.7,12,12,10,10,70,26,Flat,Concrete Barrier,Base & Surface
"1,934",12,ORA,5,N,8,1,1,0,2,mix,86,12.3,8,8,10,10,70,18,Flat,Concrete Barrier,Concrete
"1,935",12,ORA,5,N,8,1,2,1,1,buffer,36,12,5,5,10,10,70,18,Flat,Metal Beam Barrier,Base & Surface
"1,936",12,ORA,5,N,11,1,2,1,1,buffer,36,12,2,2,10,10,70,18,Flat,Metal Beam Barrier,Concrete
"1,937",12,ORA,5,N,22,1,2,1,2,mix,52,13,10,10,10,10,70,26,Flat,Concrete Barrier,Concrete
"1,938",12,ORA,5,N,60,1,1,0,2,mix,76,12.7,12,12,10,10,70,26,Flat,Concrete Barrier,Base & Surface
"1,939",12,ORA,5,N,0,2,2,1,3,mix,88,12.6,5,5,10,10,70,10,Flat,Concrete Barrier,Concrete
"1,940",12,ORA,5,N,3,1,2,1,1,buffer,62,12.4,8,8,10,10,70,18,Flat,Concrete Barrier,Bridge Deck
"1,941",12,ORA,5,N,3,1,2,1,1,buffer,88,12.6,12,12,10,10,70,26,Flat,Concrete Barrier,Base & Surface
"1,942",12,ORA,5,N,3,1,2,1,6,mix,48,12,2,2,10,10,70,18,Flat,Metal Beam Barrier,Concrete
"1,943",12,ORA,5,N,3,1,2,1,3,mix,36,12,2,2,8,8,70,12,Flat,Metal Beam Barrier,Concrete
"1,944",12,ORA,5,N,6,1,2,1,1,buffer,36,12,2,2,8,8,70,12,Flat,Metal Beam Barrier,Concrete
"1,945",12,ORA,5,N,8,1,2,1,2,mix,88,12.6,20,20,10,10,70,55,Flat,Concrete Barrier,Bridge Deck
"1,946",12,ORA,5,N,28,1,2,1,2,mix,88,12.6,12,12,10,10,70,26,Flat,Concrete Barrier,Base & Surface
"1,947",12,ORA,5,N,0,1,1,0,1,continuous,62,12.4,8,8,10,10,70,18,Flat,Concrete Barrier,Concrete
"1,948",12,ORA,5,N,0,1,1,0,1,continuous,76,12.7,16,16,10,10,70,22,Flat,Concrete Barrier,Bridge Deck
"1,949",12,ORA,5,N,0,1,1,0,1,continuous,76,12.7,12,12,10,10,70,26,Flat,Concrete Barrier,Bridge Deck
"1,950",12,ORA,5,N,0,1,1,0,1,continuous,88,12.6,12,12,10,10,70,26,Flat,Concrete Barrier,Base & Surface
"1,951",12,ORA,5,N,3,1,2,1,3,mix,104,14.9,4,4,10,10,70,10,Flat,Concrete Barrier,Concrete
"1,952",12,ORA,5,N,4,1,1,0,1,continuous,62,12.4,8,8,10,10,70,20,Flat,Concrete Barrier,Bridge Deck
"1,953",12,ORA,5,N,5,1,2,1,1,buffer,86,12.3,8,8,10,10,70,18,Flat,Concrete Barrier,Concrete
"1,954",12,ORA,5,N,5,1,1,0,2,mix,36,12,5,5,10,10,70,18,Flat,Metal Beam Barrier,Base & Surface
"1,955",12,ORA,5,N,6,1,1,0,1,continuous,62,12.4,8,8,10,10,70,18,Flat,Concrete Barrier,Concrete
"1,956",12,ORA,5,N,6,2,2,1,4,mix,36,12,2,2,10,10,70,18,Flat,Metal Beam Barrier,Concrete
"1,957",12,ORA,5,N,12,1,1,0,2,mix,62,12.4,8,8,10,10,70,18,Flat,Concrete Barrier,Bridge Deck
"1,958",12,ORA,5,N,19,1,1,0,1,continuous,62,12.4,8,8,10,10,70,18,Flat,Concrete Barrier,Concrete
"1,959",12,ORA,5,N,42,1,2,1,2,mix,88,12.6,1,1,10,10,70,10,Flat,Concrete Barrier,Base & Surface
"1,960",12,ORA,5,N,0,2,2,1,3,mix,100,12.5,5,5,10,10,70,10,Flat,Concrete Barrier,Concrete
"1,961",12,ORA,5,N,0,1,1,0,1,continuous,64,12.8,10,10,10,10,70,80,Flat,Concrete Barrier,Concrete
"1,962",12,ORA,5,N,0,1,1,0,1,continuous,62,12.4,8,8,10,10,70,18,Flat,Concrete Barrier,Concrete
"1,963",12,ORA,5,N,0,1,2,1,1,buffer,62,12.4,8,8,10,10,70,18,Flat,Concrete Barrier,Bridge Deck
"1,964",12,ORA,5,N,0,1,2,1,1,buffer,62,12.4,8,8,10,10,70,18,Flat,Concrete Barrier,Concrete
"1,965",12,ORA,5,N,2,1,2,1,3,mix,36,12,2,2,8,8,70,12,Flat,Metal Beam Barrier,Concrete
"1,966",12,ORA,5,N,2,1,2,1,1,buffer,36,12,5,5,10,10,70,18,Flat,Metal Beam Barrier,Base & Surface
"1,967",12,ORA,5,N,3,1,2,1,1,buffer,88,12.6,12,12,10,10,70,26,Flat,Concrete Barrier,Base & Surface
"1,968",12,ORA,5,N,5,1,2,1,2,mix,100,12.5,22,22,10,10,70,46,Flat,Concrete Barrier,Concrete
"1,969",12,ORA,5,N,14,1,1,0,1,continuous,62,12.4,8,8,10,10,70,18,Flat,Concrete Barrier,Bridge Deck
"1,970",12,ORA,5,N,16,1,1,0,1,continuous,88,12.6,3,3,10,10,70,6,Flat,Concrete Barrier,Base & Surface
"1,971",12,ORA,5,N,27,1,2,2,2,mix,104,14.9,4,4,10,10,70,8,Flat,Concrete Barrier,Concrete
"1,972",12,ORA,5,N,34,1,2,1,2,mix,88,12.6,12,12,10,10,70,26,Flat,Concrete Barrier,Base & Surface
"1,973",12,ORA,5,N,0,1,1,0,1,continuous,62,12.4,8,8,10,10,70,18,Flat,Concrete Barrier,Concrete
"1,974",12,ORA,5,N,0,2,2,1,2,mix,36,12,5,5,10,10,70,18,Flat,Metal Beam Barrier,Base & Surface
"1,975",12,ORA,5,N,0,1,2,1,1,buffer,36,12,5,5,10,10,70,99,Flat,No Barriers,Concrete
"1,976",12,ORA,5,N,1,2,2,1,1,buffer,88,12.6,11,11,10,10,70,22,Flat,Concrete Barrier,Concrete
"1,977",12,ORA,5,N,3,1,2,1,1,buffer,88,12.6,12,12,10,10,70,26,Flat,Concrete Barrier,Bridge Deck
"1,978",12,ORA,5,N,19,1,1,0,4,mix,64,12.8,1,1,10,10,70,14,Flat,Concrete Barrier,Base & Surface
"1,979",12,ORA,5,N,46,2,2,1,3,mix,100,12.5,22,22,10,10,70,46,Flat,Concrete Barrier,Concrete
"1,980",12,ORA,5,N,0,1,2,1,2,mix,64,12.8,12,12,10,10,70,26,Flat,Concrete Barrier,Base & Surface
"1,981",12,ORA,5,N,1,1,2,1,1,buffer,76,12.7,12,12,10,10,70,26,Flat,Concrete Barrier,Base & Surface
"1,982",12,ORA,5,N,1,1,2,1,2,mix,100,12.5,5,5,10,10,70,10,Flat,Concrete Barrier,Concrete
"1,983",12,ORA,5,N,2,1,1,0,1,continuous,62,12.4,8,8,10,10,70,18,Flat,Concrete Barrier,Concrete
"1,984",12,ORA,5,N,4,1,2,1,2,mix,36,12,5,5,10,10,70,18,Flat,Concrete Barrier,Base & Surface
"1,985",12,ORA,5,N,11,2,2,2,3,mix,92,15.3,4,4,10,10,70,10,Flat,Concrete Barrier,Concrete
"1,986",12,ORA,5,N,13,1,1,0,1,continuous,76,12.7,16,16,10,10,70,22,Flat,Concrete Barrier,Bridge Deck
"1,987",12,ORA,5,N,15,1,2,1,4,mix,36,12,2,2,10,10,70,18,Flat,Metal Beam Barrier,Concrete
"1,988",12,ORA,5,N,21,1,2,1,1,buffer,88,12.6,25,25,10,10,70,55,Flat,Concrete Barrier,Concrete
"1,989",12,ORA,5,N,36,1,2,1,3,mix,74,12.3,5,5,10,10,70,10,Flat,Concrete Barrier,Concrete
"1,990",12,ORA,5,N,0,1,2,1,1,buffer,36,12,2,2,10,10,70,18,Flat,Metal Beam Barrier,Concrete
"1,991",12,ORA,5,N,1,1,1,0,1,continuous,62,12.4,8,8,10,10,70,18,Flat,Concrete Barrier,Concrete
"1,992",12,ORA,5,N,4,1,2,1,1,buffer,36,12,5,5,10,10,70,18,Flat,Metal Beam Barrier,Base & Surface
"1,993",12,ORA,5,N,0,1,1,0,1,continuous,62,12.4,8,8,10,10,70,18,Flat,Concrete Barrier,Concrete
"1,994",12,ORA,5,N,0,1,1,0,1,continuous,88,12.6,10,10,10,10,70,22,Flat,Concrete Barrier,Concrete
"1,995",12,ORA,5,N,2,3,2,1,2,mix,36,12,5,5,10,10,70,18,Flat,Concrete Barrier,Base & Surface
"1,996",12,ORA,5,N,3,1,2,1,1,buffer,36,12,2,2,8,8,70,12,Flat,Metal Beam Barrier,Concrete
"1,997",12,ORA,5,N,17,1,2,1,2,mix,74,12.3,8,8,10,10,70,18,Flat,Concrete Barrier,Concrete
"1,998",12,ORA,5,N,30,1,1,0,2,mix,62,12.4,8,8,10,10,70,18,Flat,Concrete Barrier,Bridge Deck
"1,999",12,ORA,5,N,49,1,1,0,5,mix,100,20,4,4,10,10,70,99,Flat,Concrete Barrier,Concrete
"2,000",12,ORA,5,N,0,1,1,0,1,continuous,62,12.4,8,8,10,10,70,18,Flat,Concrete Barrier,Bridge Deck
"2,001",12,ORA,5,N,1,2,2,1,1,buffer,112,12.4,5,5,10,10,70,10,Flat,Concrete Barrier,Concrete
"2,002",12,ORA,5,N,5,1,2,1,3,mix,36,12,5,5,10,10,70,18,Flat,Metal Beam Barrier,Concrete
"2,003",12,ORA,5,N,10,1,2,1,1,buffer,52,13,10,10,10,10,70,54,Flat,Concrete Barrier,Concrete
"2,004",12,ORA,5,N,22,1,1,0,2,mix,88,12.6,12,12,10,10,70,26,Flat,Concrete Barrier,Base & Surface
"2,005",12,ORA,5,N,25,1,2,1,2,mix,88,12.6,12,12,10,10,70,26,Flat,Concrete Barrier,Bridge Deck
"2,006",12,ORA,5,N,7,1,1,0,1,continuous,88,12.6,3,3,10,10,70,6,Flat,Concrete Barrier,Base & Surface
"2,007",12,ORA,5,N,0,1,1,0,1,continuous,76,12.7,10,10,10,10,70,22,Flat,Concrete Barrier,Bridge Deck
"2,008",12,ORA,5,N,21,1,2,2,1,barrier,92,15.3,4,4,10,10,70,50,Flat,Concrete Barrier,Concrete
"2,009",12,ORA,5,N,44,1,1,0,2,mix,76,12.7,12,12,10,10,70,26,Flat,Concrete Barrier,Base & Surface
"2,010",12,ORA,5,N,0,1,2,1,1,buffer,76,12.7,12,12,10,10,70,26,Flat,Concrete Barrier,Base & Surface
"2,011",12,ORA,5,N,0,1,2,1,1,buffer,36,12,2,2,8,8,70,12,Flat,Metal Beam Barrier,Concrete
"2,012",12,ORA,5,N,10,1,2,1,1,buffer,64,12.8,13,13,10,10,70,26,Flat,Concrete Barrier,Base & Surface
"2,013",12,ORA,5,S,4,2,2,1,4,mix,36,12,2,2,8,8,70,12,Flat,Metal Beam Barrier,Concrete
"2,014",12,ORA,5,S,9,1,2,1,1,buffer,76,12.7,4,4,10,10,70,22,Flat,Concrete Barrier,Concrete
"2,015",12,ORA,5,S,15,1,2,1,1,buffer,36,12,2,2,8,8,70,12,Flat,Metal Beam Barrier,Concrete
"2,016",12,ORA,5,S,20,1,2,1,1,buffer,74,12.3,8,8,10,10,70,18,Flat,Concrete Barrier,Concrete
"2,017",12,ORA,5,S,0,1,2,1,2,mix,62,12.4,8,8,10,10,70,18,Flat,Concrete Barrier,Concrete
"2,018",12,ORA,5,S,5,2,2,1,6,mix,48,12,2,2,10,10,70,18,Flat,Metal Beam Barrier,Concrete
"2,019",12,ORA,5,S,9,1,2,1,1,buffer,88,12.6,10,10,10,10,70,22,Flat,Concrete Barrier,Concrete
"2,020",12,ORA,5,S,0,1,2,1,1,buffer,64,12.8,13,13,10,10,70,26,Flat,Concrete Barrier,Base & Surface
"2,021",12,ORA,5,S,3,1,2,1,2,mix,76,12.7,12,12,10,10,70,26,Flat,Concrete Barrier,Base & Surface
"2,022",12,ORA,5,S,5,1,2,1,1,buffer,64,12.8,10,10,10,10,70,14,Flat,Concrete Barrier,Concrete
"2,023",12,ORA,5,S,14,1,2,1,2,mix,100,12.5,25,25,10,10,70,55,Flat,Concrete Barrier,Bridge Deck
"2,024",12,ORA,5,S,15,1,2,1,2,mix,36,12,5,5,10,10,70,18,Flat,Metal Beam Barrier,Concrete
"2,025",12,ORA,5,S,20,1,2,1,1,buffer,62,12.4,8,8,10,10,70,18,Flat,Concrete Barrier,Concrete
"2,026",12,ORA,5,S,0,1,2,1,1,buffer,88,12.6,10,10,10,10,70,80,Flat,Concrete Barrier,Concrete
"2,027",12,ORA,5,S,1,1,2,1,1,buffer,88,12.6,24,24,10,10,70,26,Flat,Concrete Barrier,Bridge Deck
"2,028",12,ORA,5,S,1,1,2,1,5,mix,64,12.8,3,3,10,10,70,6,Flat,Concrete Barrier,Base & Surface
"2,029",12,ORA,5,S,31,1,1,0,2,mix,76,12.7,12,12,10,10,70,26,Flat,Concrete Barrier,Base & Surface
"2,030",12,ORA,5,S,0,2,2,1,2,mix,100,12.5,5,5,10,10,70,10,Flat,Concrete Barrier,Concrete
"2,031",12,ORA,5,S,0,1,1,0,2,mix,76,12.7,12,12,10,10,70,26,Flat,Concrete Barrier,Base & Surface
"2,032",12,ORA,5,S,0,1,2,1,3,mix,88,12.6,12,12,10,10,70,26,Flat,Concrete Barrier,Base & Surface
"2,033",12,ORA,5,S,0,1,2,1,3,mix,88,12.6,22,22,10,10,70,46,Flat,Concrete Barrier,Concrete
"2,034",12,ORA,5,S,3,1,2,1,1,buffer,48,12,2,2,10,10,70,18,Flat,Metal Beam Barrier,Concrete
"2,035",12,ORA,5,S,4,1,2,1,2,mix,64,12.8,13,13,10,10,70,26,Flat,Concrete Barrier,Base & Surface
"2,036",12,ORA,5,S,5,1,2,1,1,buffer,88,12.6,12,12,10,10,70,26,Flat,Concrete Barrier,Base & Surface
"2,037",12,ORA,5,S,6,1,1,0,2,mix,62,12.4,8,8,10,10,70,18,Flat,Concrete Barrier,Bridge Deck
"2,038",12,ORA,5,S,10,2,2,1,3,mix,76,12.7,10,10,10,10,70,26,Flat,Concrete Barrier,Base & Surface
"2,039",12,ORA,5,S,10,1,2,1,1,buffer,36,12,2,2,8,8,70,12,Flat,Metal Beam Barrier,Concrete
"2,040",12,ORA,5,S,15,1,2,1,2,mix,88,12.6,12,12,10,10,70,26,Flat,Concrete Barrier,Base & Surface
"2,041",12,ORA,5,S,18,1,1,0,2,mix,76,12.7,12,12,10,10,70,26,Flat,Concrete Barrier,Base & Surface
"2,042",12,ORA,5,S,21,1,2,1,1,buffer,62,12.4,8,8,10,10,70,18,Flat,Concrete Barrier,Concrete
"2,043",12,ORA,5,S,26,1,2,2,5,mix,48,12,2,2,10,10,70,18,Flat,Metal Beam Barrier,Concrete
"2,044",12,ORA,5,S,49,2,2,1,2,mix,86,12.3,5,5,10,10,70,10,Flat,Concrete Barrier,Concrete
"2,045",12,ORA,5,S,0,1,2,1,1,buffer,76,12.7,12,12,10,10,70,26,Flat,Concrete Barrier,Base & Surface
"2,046",12,ORA,5,S,0,1,2,1,1,buffer,36,12,5,5,10,10,70,99,Flat,No Barriers,Base & Surface
"2,047",12,ORA,5,S,1,1,2,2,1,barrier,80,16,4,4,10,10,70,10,Flat,Concrete Barrier,Concrete
"2,048",12,ORA,5,S,3,1,2,2,1,barrier,104,14.9,4,4,10,10,70,10,Flat,Concrete Barrier,Concrete
"2,049",12,ORA,5,S,8,2,2,1,3,mix,36,12,5,5,10,10,70,18,Flat,Concrete Barrier,Base & Surface
"2,050",12,ORA,5,S,14,2,2,1,4,mix,36,12,5,5,10,10,70,18,Flat,Concrete Barrier,Base & Surface
"2,051",12,ORA,5,S,16,1,1,0,3,mix,76,12.7,10,10,10,10,70,68,Flat,Concrete Barrier,Base & Surface
"2,052",12,ORA,5,S,18,1,2,1,1,buffer,62,12.4,8,8,10,10,70,18,Flat,Concrete Barrier,Concrete
"2,053",12,ORA,5,S,0,2,1,0,2,mix,100,12.5,5,5,10,10,70,10,Flat,Concrete Barrier,Concrete
"2,054",12,ORA,5,S,0,1,2,1,1,buffer,62,12.4,8,8,10,10,70,18,Flat,Concrete Barrier,Concrete
"2,055",12,ORA,5,S,0,2,2,1,1,buffer,100,12.5,5,5,10,10,70,10,Flat,Concrete Barrier,Concrete
"2,056",12,ORA,5,S,0,1,2,1,1,buffer,36,12,5,5,10,10,70,18,Flat,Metal Beam Barrier,Concrete
"2,057",12,ORA,5,S,1,2,1,0,2,mix,86,12.3,5,5,10,10,70,10,Flat,Concrete Barrier,Concrete
"2,058",12,ORA,5,S,3,1,2,1,2,mix,36,12,5,5,10,10,70,18,Flat,Concrete Barrier,Base & Surface
"2,059",12,ORA,5,S,14,1,2,1,1,buffer,62,12.4,8,8,10,10,70,18,Flat,Concrete Barrier,Concrete
"2,060",12,ORA,5,S,18,1,2,2,1,barrier,104,14.9,4,4,10,10,70,8,Flat,Concrete Barrier,Concrete
"2,061",12,ORA,5,S,19,1,2,2,3,mix,80,16,4,4,10,10,70,40,Flat,Concrete Barrier,Concrete
"2,062",12,ORA,5,S,22,1,2,2,1,barrier,92,15.3,4,4,10,10,70,12,Flat,Concrete Barrier,Concrete
"2,063",12,ORA,5,S,25,1,2,1,1,buffer,88,12.6,12,12,10,10,70,26,Flat,Concrete Barrier,Base & Surface
"2,064",12,ORA,5,S,0,1,2,1,2,mix,76,12.7,12,12,10,10,70,26,Flat,Concrete Barrier,Base & Surface
"2,065",12,ORA,5,S,3,1,2,1,2,mix,36,12,2,2,8,8,70,12,Flat,Metal Beam Barrier,Concrete
"2,066",12,ORA,5,S,5,1,2,1,1,buffer,88,12.6,8,8,10,10,70,6,Flat,Concrete Barrier,Base & Surface
"2,067",12,ORA,5,S,9,1,2,1,1,buffer,62,12.4,8,8,10,10,70,18,Flat,Concrete Barrier,Concrete
"2,068",12,ORA,5,S,9,1,2,1,2,mix,76,12.7,1,1,10,10,70,10,Flat,Concrete Barrier,Base & Surface
"2,069",12,ORA,5,S,10,1,2,1,1,buffer,74,12.3,8,8,10,10,70,18,Flat,Concrete Barrier,Concrete
"2,070",12,ORA,5,S,12,1,2,1,1,buffer,100,12.5,5,5,10,10,70,10,Flat,Concrete Barrier,Concrete
"2,071",12,ORA,5,S,14,1,2,1,3,mix,76,12.7,12,12,10,10,70,26,Flat,Concrete Barrier,Bridge Deck
"2,072",12,ORA,5,S,17,2,2,1,2,mix,36,12,5,5,10,10,70,18,Flat,Metal Beam Barrier,Concrete
"2,073",12,ORA,5,S,18,1,1,0,2,mix,74,12.3,8,8,10,10,70,18,Flat,Concrete Barrier,Concrete
"2,074",12,ORA,5,S,19,1,2,1,1,buffer,64,12.8,10,10,10,10,70,14,Flat,Concrete Barrier,Concrete
"2,075",12,ORA,5,S,19,1,2,1,2,mix,36,12,5,5,10,10,70,18,Flat,Concrete Barrier,Base & Surface
"2,076",12,ORA,5,S,55,1,2,1,1,buffer,88,12.6,1,1,10,10,70,14,Flat,Concrete Barrier,Base & Surface
"2,077",12,ORA,5,S,0,1,2,1,1,buffer,88,12.6,10,10,10,10,70,22,Flat,Concrete Barrier,Concrete
"2,078",12,ORA,5,S,0,1,2,1,1,buffer,76,12.7,12,12,10,10,70,26,Flat,Concrete Barrier,Base & Surface
"2,079",12,ORA,5,S,1,1,2,1,1,buffer,36,12,2,2,8,8,70,12,Flat,Metal Beam Barrier,Concrete
"2,080",12,ORA,5,S,8,1,2,1,1,buffer,62,12.4,8,8,10,10,70,18,Flat,Concrete Barrier,Bridge Deck
"2,081",12,ORA,5,S,9,1,2,1,2,mix,62,12.4,8,8,10,10,70,18,Flat,Concrete Barrier,Bridge Deck
"2,082",12,ORA,5,S,10,2,2,1,1,buffer,100,12.5,5,5,10,10,70,10,Flat,Concrete Barrier,Concrete
"2,083",12,ORA,5,S,18,1,2,1,2,mix,86,12.3,5,5,10,10,70,10,Flat,Concrete Barrier,Concrete
"2,084",12,ORA,5,S,0,1,2,1,1,buffer,76,12.7,12,12,10,10,70,26,Flat,Concrete Barrier,Base & Surface
"2,085",12,ORA,5,S,0,1,2,1,1,buffer,36,12,2,2,8,8,70,12,Flat,Metal Beam Barrier,Concrete
"2,086",12,ORA,5,S,2,1,2,1,1,buffer,74,12.3,8,8,10,10,70,18,Flat,Concrete Barrier,Concrete
"2,087",12,ORA,5,S,7,1,1,0,2,mix,36,12,5,5,10,10,70,18,Flat,Metal Beam Barrier,Concrete
"2,088",12,ORA,5,S,8,1,1,0,2,mix,36,12,5,5,10,10,70,18,Flat,Concrete Barrier,Base & Surface
"2,089",12,ORA,5,S,10,1,2,1,1,buffer,88,12.6,12,12,10,10,70,16,Flat,Concrete Barrier,Base & Surface
"2,090",12,ORA,5,S,11,1,1,0,2,mix,88,12.6,12,12,10,10,70,26,Flat,Concrete Barrier,Base & Surface
"2,091",12,ORA,5,S,14,1,1,0,4,mix,76,12.7,1,1,10,10,70,12,Flat,Concrete Barrier,Base & Surface
"2,092",12,ORA,5,S,0,1,2,1,1,buffer,76,12.7,16,16,10,10,70,22,Flat,Concrete Barrier,Concrete
"2,093",12,ORA,5,S,0,1,1,0,2,mix,64,12.8,13,13,10,10,70,26,Flat,Concrete Barrier,Base & Surface
"2,094",12,ORA,5,S,0,1,2,1,1,buffer,86,12.3,8,8,10,10,70,18,Flat,Concrete Barrier,Concrete
"2,095",12,ORA,5,S,0,1,2,1,3,mix,48,12,2,2,10,10,70,18,Flat,Metal Beam Barrier,Concrete
"2,096",12,ORA,5,S,1,1,2,1,1,buffer,48,12,2,2,10,10,70,18,Flat,Metal Beam Barrier,Concrete
"2,097",12,ORA,5,S,2,1,2,1,1,buffer,88,12.6,10,10,10,10,70,80,Flat,Concrete Barrier,Concrete
"2,098",12,ORA,5,S,2,1,2,1,2,mix,88,12.6,12,12,10,10,70,26,Flat,Concrete Barrier,Base & Surface
"2,099",12,ORA,5,S,3,1,2,1,2,mix,62,12.4,8,8,10,10,70,18,Flat,Concrete Barrier,Bridge Deck
"2,100",12,ORA,5,S,3,1,2,2,3,mix,100,16.7,4,4,10,10,70,80,Flat,Concrete Barrier,Concrete
"2,101",12,ORA,5,S,11,2,2,1,2,mix,100,12.5,5,5,10,10,70,10,Flat,Concrete Barrier,Concrete
"2,102",12,ORA,5,S,16,2,2,1,2,mix,100,12.5,5,5,10,10,70,10,Flat,Concrete Barrier,Concrete
"2,103",12,ORA,5,S,60,1,1,0,5,mix,80,16,4,4,10,10,70,10,Flat,Concrete Barrier,Concrete
"2,104",12,ORA,5,S,2,1,2,1,1,buffer,62,12.4,8,8,10,10,70,18,Flat,Concrete Barrier,Concrete
"2,105",12,ORA,5,S,5,1,2,1,2,mix,104,14.9,4,4,10,10,70,10,Flat,Concrete Barrier,Concrete
"2,106",12,ORA,5,S,11,1,2,1,1,buffer,100,12.5,25,25,10,10,70,55,Flat,Concrete Barrier,Bridge Deck
"2,107",12,ORA,5,S,29,1,2,1,1,buffer,88,12.6,12,12,10,10,70,26,Flat,Concrete Barrier,Base & Surface
"2,108",12,ORA,5,S,40,2,2,1,2,mix,88,12.6,22,22,10,10,70,46,Flat,Concrete Barrier,Concrete
"2,109",12,ORA,5,S,0,1,2,1,1,buffer,76,12.7,10,10,10,10,70,22,Flat,Concrete Barrier,Bridge Deck
"2,110",12,ORA,5,S,1,1,1,0,2,mix,62,12.4,8,8,10,10,70,18,Flat,Concrete Barrier,Concrete
"2,111",12,ORA,5,S,3,1,2,1,2,mix,36,12,2,2,8,8,70,12,Flat,Metal Beam Barrier,Concrete
"2,112",12,ORA,5,S,6,1,2,1,2,mix,36,12,5,5,10,10,70,99,Flat,No Barriers,Base & Surface
"2,113",12,ORA,5,S,8,1,1,0,2,mix,36,12,2,2,8,8,70,12,Flat,Metal Beam Barrier,Concrete
"2,114",12,ORA,5,S,11,1,2,1,1,buffer,76,12.7,4,4,10,10,70,22,Flat,Concrete Barrier,Concrete
"2,115",12,ORA,5,S,0,1,2,1,1,buffer,62,12.4,8,8,10,10,70,18,Flat,Concrete Barrier,Concrete
"2,116",12,ORA,5,S,0,1,2,1,1,buffer,36,12,5,5,10,10,70,18,Flat,Metal Beam Barrier,Concrete
"2,117",12,ORA,5,S,4,1,2,1,2,mix,74,12.3,8,8,10,10,70,18,Flat,Concrete Barrier,Concrete
"2,118",12,ORA,5,S,12,1,2,1,1,buffer,76,12.7,12,12,10,10,70,26,Flat,Concrete Barrier,Base & Surface
"2,119",12,ORA,5,S,15,1,2,1,2,mix,76,12.7,10,10,10,10,70,68,Flat,Concrete Barrier,Base & Surface
